Json,647
Xml,3997
Msgp,140
ProtoBuf,256
GogoProtoBuf,257
Thrift,566
Avro,346
Gencode,0
UgorjiCodecAndCbor,682
UgorjiCodecAndMsgp,726
UgorjiCodecAndBinc,583
UgorjiCodecAndJson,717
Easyjson,283
Ffjson,946
Jsoniter,511
GoMemdump,5222
Colfer,0
Zebrapack,307
Gotiny,422
Hprose,372
Sereal,2164
MsgpackV2,1371
Rlp,487
SegmentioJSON,584
