Json,65
Xml,137
Msgp,47
ProtoBuf,36
GogoProtoBuf,36
Thrift,63
Avro,32
Gencode,34
UgorjiCodecAndCbor,47
UgorjiCodecAndMsgp,47
UgorjiCodecAndBinc,47
UgorjiCodecAndJson,65
Easyjson,65
Ffjson,65
Jsoniter,65
GoMemdump,200
Colfer,35
Zebrapack,109
Gotiny,32
Hprose,49
Sereal,76
MsgpackV2,47
Rlp,32
SegmentioJSON,65
